source,target,weight
the,asking,0.6763033
the,happens,0.6640196
the,includes,0.6749586
the,particularly,0.68073535
the,subject,0.7059461
the,centre,0.6634953
the,global,0.66972363
the,plus,0.7633573
the,pre,0.70998174
the,meant,0.6513753
the,pro,0.74720764
the,rule,0.6525363
the,dance,0.6787555
the,telling,0.6530603
the,anyway,0.6872786
the,details,0.758145
the,k,0.6785631
the,supposed,0.7129187
the,thus,0.69246495
the,overall,0.6573915
the,reports,0.66167575
the,associated,0.73602337
the,explain,0.7133564
the,male,0.7713772
the,otherwise,0.65823084
the,hall,0.6894887
the,therefore,0.7374567
the,truly,0.67676705
the,actual,0.67307794
the,vs,0.67549825
the,appears,0.68192965
the,sad,0.67143756
the,1st,0.6950897
the,appeared,0.69968754
the,critical,0.6514997
the,mentioned,0.7485259
the,realize,0.68278694
the,twitter,0.6822251
the,seemed,0.66762024
the,understanding,0.65131927
the,follows,0.70982677
the,http,0.7370541
the,apparently,0.7163807
the,happening,0.7133728
the,obviously,0.65296376
the,correct,0.68302834
the,ed,0.7007005
the,till,0.81823826
the,usa,0.80461955
the,los,0.83450735
the,van,0.8045616
the,concept,0.6988939
the,onto,0.7704122
the,ad,0.80990016
the,dont,0.7013773
the,stated,0.69549114
the,bay,0.7722106
the,description,0.65108854
the,jones,0.68563056
the,mention,0.6863948
the,britain,0.7207873
the,facts,0.656294
the,introduced,0.6783236
the,matters,0.69562835
the,articles,0.71593165
the,discussion,0.6958208
the,steve,0.735189
the,intended,0.6901058
the,asian,0.783027
the,ben,0.73419696
the,homes,0.66212946
the,im,0.7164552
the,listed,0.6852717
the,noted,0.7475584
the,originally,0.6663575
the,pm,0.6727196
the,affairs,0.66827786
the,allows,0.67841965
the,era,0.82439435
the,regarding,0.7728028
the,relations,0.6639698
the,ya,0.6555428
the,et,0.8353597
the,ll,0.73218966
the,asia,0.82640254
the,specifically,0.6871677
the,pure,0.65293837
the,sam,0.71718824
the,ah,0.7297276
the,basically,0.71285015
the,besides,0.68042916
the,iii,0.7878907
the,ma,0.6828827
the,noticed,0.6750281
the,eu,0.71173483
the,jim,0.83878565
the,literature,0.6761586
the,un,0.8107566
the,familiar,0.69846636
the,humans,0.6555041
the,relevant,0.68835497
the,seek,0.65754557
the,answers,0.72587264
the,info,0.72260725
the,mainly,0.6753525
the,explained,0.7594242
the,folks,0.6941587
the,kinda,0.69011396
the,realized,0.67579436
the,favor,0.69714683
the,ha,0.6763383
the,understood,0.6824506
the,adam,0.7318703
the,andrew,0.78004193
the,clinton,0.73865914
the,detail,0.72408897
the,em,0.8132674
the,occurred,0.6997335
the,ultimately,0.65658534
the,dc,0.7184553
the,el,0.82248497
the,kevin,0.69406927
the,latter,0.81576204
the,premier,0.83269113
the,q,0.7061479
the,ve,0.8079793
the,jr,0.71307564
the,somewhat,0.65602666
the,da,0.7826016
the,empire,0.65812296
the,nfl,0.7006037
the,e.g,0.6609186
the,francisco,0.65521574
the,hong,0.732581
the,wondering,0.6652256
the,expressed,0.69072783
the,i.e,0.685923
the,introduction,0.6892247
the,thats,0.6599392
the,dan,0.77742714
the,detailed,0.74709594
the,entitled,0.724221
the,exact,0.71850455
the,jan,0.7353999
the,jordan,0.7358464
the,lets,0.6817905
the,tim,0.8118595
the,aspects,0.7028369
the,dancing,0.80339766
the,en,0.85601926
the,le,0.7571803
the,roman,0.7476051
the,stephen,0.6711471
the,contemporary,0.6728165
the,davis,0.74947655
the,dna,0.8140109
the,eric,0.69649184
the,kong,0.7891389
the,topic,0.69306713
the,vast,0.7816375
the,lewis,0.70759
the,meanwhile,0.7077477
the,necessarily,0.6969431
the,primarily,0.659931
the,extent,0.6874776
the,gotten,0.65447974
the,miami,0.6887747
the,occur,0.6696395
the,z,0.6991006
the,ceo,0.7744679
the,donald,0.6781628
the,establish,0.6581462
the,pa,0.78143984
the,alan,0.7260413
the,curious,0.6511369
the,discussed,0.65385413
the,fort,0.6986887
the,informed,0.6505532
the,luke,0.77844226
the,mystery,0.68057764
the,publication,0.68386626
the,yo,0.70104325
the,explanation,0.6969514
the,featured,0.6607897
the,harris,0.73032343
the,ny,0.7162791
the,persons,0.65539664
the,dallas,0.7711713
the,essentially,0.6956656
the,establishment,0.66507906
the,explains,0.7367903
the,houston,0.7206839
the,jane,0.72161376
the,morgan,0.7611898
the,na,0.69153994
the,op,0.8173347
the,vegas,0.74238944
the,aspect,0.71910775
the,bureau,0.69386226
the,tho,0.7650368
the,vol,0.7888074
the,whereas,0.69891953
the,forth,0.6941663
the,nah,0.7039102
the,pot,0.72695744
the,sweden,0.6591226
the,consists,0.65748
the,disney,0.7548218
the,figured,0.65794736
the,francis,0.65799403
the,nba,0.6642257
the,pan,0.7774656
the,ross,0.66179836
the,subsequent,0.665604
the,allen,0.7626406
the,feb,0.6599709
the,hence,0.75079185
the,iv,0.78719807
the,jay,0.73830074
the,pp,0.745137
the,whilst,0.6977484
the,anna,0.65798104
the,gordon,0.7124654
the,kansas,0.6794858
the,nov,0.694135
the,sin,0.79364574
the,anderson,0.80750203
the,comprehensive,0.65002453
the,diego,0.74697185
the,walter,0.6766563
the,ann,0.77929085
the,cant,0.6729832
the,carter,0.7735503
the,detroit,0.7552473
the,oct,0.7447235
the,rep,0.7803926
the,sept,0.677428
the,ties,0.66317594
the,ate,0.68208164
the,indicated,0.6696235
the,involves,0.71117157
the,aug,0.75490505
the,di,0.78952897
the,fundamental,0.6528821
the,teen,0.72598004
the,answered,0.6886018
the,apparent,0.6857782
the,del,0.81947106
the,ian,0.7647102
the,il,0.8191271
the,versus,0.6523411
the,ali,0.7879492
the,amongst,0.6902733
the,concerning,0.76385224
the,oscar,0.74938744
the,enable,0.7165296
the,mi,0.79047334
the,oregon,0.7162621
the,partly,0.6815119
the,sa,0.7419569
the,similarly,0.6831972
the,stem,0.67889684
the,estimate,0.75586003
the,existed,0.73970854
the,lisa,0.6567109
the,regarded,0.6670024
the,se,0.8175874
the,sole,0.69016576
the,tale,0.7997317
the,ton,0.76979464
the,con,0.8017174
the,consideration,0.67000294
the,crucial,0.65814465
the,edinburgh,0.6625747
the,las,0.75064677
the,logo,0.7425269
the,moore,0.69781786
the,corp,0.815559
the,mars,0.75446504
the,©,0.761634
the,addressed,0.67732847
the,controversy,0.66647726
the,eh,0.70254594
the,fi,0.7057845
the,missouri,0.79251117
the,pays,0.71532565
the,peoples,0.66243976
the,realise,0.7070011
the,rip,0.67294395
the,ted,0.78563315
the,uh,0.7634879
the,va,0.73836094
the,warren,0.6931822
the,ac,0.66417146
the,adams,0.68221754
the,des,0.7644586
the,li,0.7868094
the,roy,0.66376185
the,stewart,0.66423607
the,ye,0.71539915
the,er,0.80268323
the,formerly,0.66507196
the,nelson,0.7774659
the,pat,0.7389674
the,steven,0.7612903
the,susan,0.74348533
the,ai,0.7386913
the,chef,0.69284
the,essay,0.7430621
the,explaining,0.6948906
the,furthermore,0.76380694
the,greg,0.72415817
the,leo,0.7954774
the,queensland,0.71132517
the,subsequently,0.6720319
the,utah,0.7892095
the,dig,0.74009925
the,folk,0.70072263
the,ho,0.6562189
the,ron,0.6750784
to,and,0.8561212
to,of,0.8488679
to,a,0.86877555
to,in,0.8697041
to,i,0.889758
to,is,0.80593985
to,for,0.7907897
to,that,0.8477987
to,you,0.72910154
to,it,0.83966947
to,on,0.80649006
to,with,0.6928298
to,this,0.8307163
to,was,0.7949872
to,be,0.75260663
to,as,0.77607536
to,are,0.78082657
to,have,0.69127524
to,at,0.7076156
to,he,0.73913133
to,by,0.780184
to,but,0.7969988
to,from,0.7337845
to,my,0.7265094
to,or,0.8220559
to,we,0.66234404
to,an,0.7893827
to,your,0.6565976
to,all,0.6731066
to,so,0.81634754
to,his,0.7004411
to,they,0.7137195
to,me,0.7088695
to,one,0.6598214
to,can,0.70846844
to,will,0.65260386
to,just,0.6571507
to,like,0.842412
to,about,0.79944026
to,what,0.8541218
to,has,0.68312395
to,when,0.7294028
to,more,0.72845906
to,do,0.81521285
to,were,0.7916512
to,who,0.6649577
to,had,0.66199213
to,it's,0.6688543
to,their,0.66038275
to,there,0.7356957
to,her,0.717693
to,which,0.84396946
to,get,0.66138446
to,been,0.73929197
to,she,0.67084026
to,people,0.66129315
to,how,0.8066759
to,some,0.6973622
to,also,0.85376996
to,them,0.72110367
to,other,0.7289023
to,its,0.8253246
to,than,0.8090581
to,him,0.7409642
to,into,0.7168646
to,know,0.76452315
to,see,0.79699916
to,over,0.6723854
to,think,0.69111717
to,any,0.7459866
to,then,0.81319165
to,these,0.69253147
to,want,0.7574417
to,because,0.7367221
to,go,0.6520513
to,well,0.8032731
to,said,0.7820787
to,way,0.77575743
to,1,0.7809443
to,2,0.7591572
to,much,0.6610049
to,very,0.8116042
to,even,0.7646891
to,should,0.6531444
to,here,0.69191694
to,need,0.6587102
to,really,0.7286198
to,right,0.7646589
to,being,0.7333989
to,too,0.79826486
to,going,0.6813297
to,why,0.67418385
to,take,0.6515987
to,3,0.756761
to,got,0.7332852
to,those,0.7137746
to,say,0.85909903
to,world,0.71833444
to,through,0.6776668
to,s,0.7997997
to,that's,0.6786111
to,while,0.7712875
to,such,0.87882054
to,man,0.72405005
to,look,0.684965
to,something,0.79987264
to,use,0.6734072
to,same,0.7890464
to,used,0.68172824
to,4,0.7276051
to,am,0.6709291
to,come,0.7231529
to,part,0.735688
to,5,0.70669675
to,help,0.6982964
to,since,0.7207745
to,another,0.6980854
to,does,0.6989235
to,things,0.78067964
to,during,0.7217329
to,thing,0.77745736
to,give,0.66564757
to,again,0.6750337
to,must,0.7069962
to,sure,0.65330094
to,ever,0.69628227
to,please,0.7634487
to,put,0.68956846
to,second,0.6552601
to,someone,0.7180729
to,play,0.65283537
to,doing,0.72625446
to,let,0.76049685
to,6,0.7153158
to,called,0.6936203
to,having,0.6661418
to,thought,0.69456506
to,however,0.77577734
to,getting,0.650116
to,care,0.69817233
to,times,0.68691534
to,7,0.7480677
to,person,0.6855958
to,enough,0.65001017
to,point,0.7374147
to,told,0.7265166
to,yet,0.6939248
to,mean,0.7316862
to,once,0.7182781
to,tell,0.6948537
to,including,0.7210726
to,based,0.67131567
to,took,0.6680461
to,came,0.668497
to,far,0.82966286
to,though,0.8191171
to,try,0.65168726
to,went,0.72199404
to,yes,0.73471695
to,actually,0.7322383
to,says,0.8407829
to,8,0.6688529
to,shit,0.6710596
to,thank,0.66920185
to,d,0.7514218
to,following,0.74515206
to,whole,0.7134028
to,per,0.7818895
to,working,0.6808735
to,course,0.7255568
to,important,0.6950645
to,least,0.6743528
to,means,0.7686925
to,able,0.7020801
to,information,0.6963304
to,oh,0.8129592
to,t,0.86380863
to,thanks,0.6716834
to,ago,0.6659067
to,others,0.702828
to,9,0.7356935
to,fact,0.74191844
to,given,0.70190465
to,mind,0.7521297
to,often,0.656891
to,become,0.67806065
to,body,0.6595143
to,true,0.7127724
to,almost,0.67165184
to,known,0.75551707
to,m,0.80088496
to,research,0.6645726
to,along,0.7379994
to,else,0.7357807
to,john,0.6936332
to,probably,0.654761
to,saying,0.8244312
to,understand,0.7713126
to,yeah,0.79761446
to,comes,0.70922
to,idea,0.6586769
to,possible,0.6899203
to,wanted,0.7240169
to,b,0.7989478
to,due,0.6818787
to,human,0.7153671
to,question,0.75427353
to,r,0.70492095
to,ask,0.73264617
to,special,0.6527651
to,c,0.7277585
to,either,0.82597786
to,rather,0.80221975
to,reason,0.67924017
to,report,0.66117674
to,whether,0.7686738
to,among,0.7171423
to,further,0.721025
to,although,0.7797085
to,asked,0.7363283
to,easy,0.6678606
to,gonna,0.6824278
to,quite,0.7950654
to,works,0.7127505
to,according,0.8790418
to,e,0.8359679
to,sometimes,0.6912276
to,son,0.69991875
to,example,0.7244863
to,word,0.65585136
to,clear,0.65331495
to,gets,0.6809306
to,words,0.6741476
to,instead,0.6997055
to,main,0.697533
to,moment,0.70608795
to,seems,0.7708628
to,wants,0.7146869
to,de,0.87664914
to,re,0.8502406
to,term,0.7047653
to,goes,0.81066173
to,land,0.69803596
to,co,0.8901864
to,especially,0.71645737
to,include,0.68099827
to,similar,0.78446335
to,w,0.8420129
to,happened,0.703911
to,knew,0.65447414
to,what's,0.66523767
to,x,0.7234276
to,april,0.656207
to,happen,0.7567291
to,sense,0.741997
to,l,0.8541696
to,answer,0.82893
to,guess,0.6934004
to,al,0.7263302
to,certain,0.74565023
to,original,0.6542653
to,sent,0.75031877
to,became,0.72943807
to,exactly,0.76647806
to,n,0.85039717
to,questions,0.68690264
to,usually,0.699159
to,ok,0.75170255
to,stuff,0.7203008
to,whatever,0.7639285
to,p,0.75576293
to,hey,0.7159078
to,o,0.85093904
to,review,0.68440944
to,upon,0.7250125
to,various,0.6974352
to,attention,0.6619332
to,led,0.78851026
to,u,0.87084854
to,involved,0.6787319
to,related,0.75283694
to,terms,0.7119795
to,article,0.66142595
to,decided,0.7251125
to,met,0.8582746
to,perhaps,0.65074176
to,situation,0.67952704
to,considered,0.75673133
to,currently,0.668876
to,f,0.78123075
to,legal,0.657804
to,michael,0.67341137
to,seem,0.81053025
to,simple,0.7134767
to,simply,0.7350209
to,super,0.7129898
to,december,0.67127645
to,die,0.90053093
to,knows,0.6972832
to,whose,0.6786706
to,earth,0.84511536
to,h,0.8138479
to,okay,0.7800422
to,rules,0.6766072
to,sir,0.75340676
to,towards,0.77274764
to,v,0.8414674
to,ways,0.7262598
to,followed,0.66250014
to,la,0.71625024
to,lol,0.7273756
to,ten,0.7396267
to,truth,0.6647188
to,note,0.7195567
to,wanna,0.7058497
to,wrote,0.6779675
to,allowed,0.67008543
to,etc,0.8958373
to,gives,0.73332924
to,included,0.66923237
to,response,0.7271108
to,shall,0.729181
to,specific,0.7935811
to,y,0.8713329
to,ii,0.8798239
to,provided,0.66885746
to,via,0.752004
to,allow,0.6548923
to,anti,0.6820342
to,certainly,0.6560708
to,described,0.7355607
to,despite,0.6677014
to,g,0.7875457
to,hi,0.7152706
to,interesting,0.7367661
to,j,0.80487514
to,particular,0.7623072
to,consider,0.73129785
to,throughout,0.76728296
to,absolutely,0.69735205
to,additional,0.6524996
to,beyond,0.68258333
to,agree,0.7414348
to,posted,0.6954242
to,san,0.7279434
to,statement,0.7131406
to,asking,0.74856216
to,happens,0.71017444
to,includes,0.70064783
to,particularly,0.72717834
to,subject,0.6972433
to,generally,0.7120908
to,gotta,0.6924515
to,plus,0.8371968
to,pre,0.81932175
to,meant,0.7992384
to,pro,0.8207528
to,rule,0.71690917
to,dance,0.7413329
to,clearly,0.68737924
to,operation,0.6514659
to,telling,0.71295476
to,anyway,0.8120775
to,choose,0.6616511
to,details,0.7864402
to,k,0.7585305
to,necessary,0.687833
to,supposed,0.8494819
to,thus,0.8268251
to,directly,0.7005689
to,overall,0.68826604
to,associated,0.74700916
to,explain,0.76502454
to,male,0.81903124
to,comment,0.70087403
to,lived,0.6787877
to,otherwise,0.7961496
to,purpose,0.651799
to,comments,0.6672845
to,hall,0.67939156
to,meaning,0.75649065
to,therefore,0.85067415
to,truly,0.77892506
to,condition,0.666849
to,showed,0.6631218
to,accept,0.65734124
to,actual,0.7332708
to,prior,0.6597932
to,reached,0.727952
to,vs,0.7348864
to,agreed,0.70934397
to,appears,0.69769764
to,sad,0.7511418
to,solution,0.6722729
to,1st,0.6783351
to,appeared,0.7111189
to,becomes,0.69115645
to,critical,0.66064835
to,mentioned,0.762694
to,mostly,0.65237534
to,realize,0.7532951
to,totally,0.66570926
to,twitter,0.7310785
to,seemed,0.7492461
to,sexual,0.6826517
to,understanding,0.6893339
to,basis,0.65278655
to,becoming,0.65835387
to,dude,0.6807867
to,follows,0.7566047
to,http,0.75122726
to,apparently,0.7718065
to,happening,0.76746845
to,obviously,0.73506993
to,somebody,0.7113257
to,correct,0.75505775
to,ed,0.74502033
to,indeed,0.76206934
to,till,0.94174886
to,usa,0.8626503
to,decide,0.6805762
to,los,0.84936684
to,tells,0.7195054
to,van,0.84149766
to,concept,0.7525124
to,dear,0.7374456
to,onto,0.866646
to,ad,0.8461821
to,fellow,0.74252754
to,knowing,0.6859166
to,appreciate,0.71848965
to,dont,0.8147194
to,helps,0.6668604
to,stated,0.7577878
to,bay,0.81507033
to,description,0.70593375
to,jones,0.69955015
to,lee,0.6677593
to,likes,0.6601966
to,mention,0.7070005
to,presence,0.6593803
to,britain,0.76467854
to,matters,0.71559286
to,proper,0.7397284
to,toward,0.7515646
to,useful,0.6693463
to,willing,0.6723033
to,alternative,0.6795352
to,discussion,0.6835431
to,steve,0.74397016
to,°,0.74127567
to,ensure,0.6749399
to,intended,0.8057496
to,asian,0.8737037
to,behavior,0.67886573
to,ben,0.8495904
to,homes,0.6661176
to,im,0.7929992
to,listed,0.6927005
to,noted,0.78797454
to,pm,0.6937105
to,contains,0.6907865
to,suggested,0.65140146
to,affairs,0.6577143
to,allows,0.7556311
to,appropriate,0.73660994
to,era,0.8786057
to,regarding,0.84006774
to,relations,0.6762531
to,ya,0.7921455
to,discuss,0.65705
to,et,0.9049914
to,ll,0.8231884
to,relatively,0.7086538
to,asia,0.89210147
to,committed,0.71880776
to,specifically,0.78152275
to,approximately,0.6932565
to,considering,0.68119717
to,fill,0.71012515
to,properly,0.68115306
to,pure,0.7417322
to,sam,0.8045531
to,ah,0.8331209
to,basically,0.82697046
to,besides,0.7599751
to,determine,0.66621935
to,iii,0.8528235
to,ma,0.71688485
to,noticed,0.693413
to,obvious,0.65501213
to,whenever,0.65174073
to,allowing,0.6857928
to,eu,0.8059937
to,iran,0.6535835
to,jim,0.8308412
to,opposite,0.66820884
to,typically,0.7373618
to,un,0.8705764
to,capable,0.66829664
to,combination,0.6504718
to,familiar,0.727056
to,largely,0.7040762
to,referred,0.6884988
to,relevant,0.745596
to,seek,0.74824065
to,spoke,0.66458577
to,answers,0.79157364
to,dealing,0.6588441
to,don,0.6626886
to,info,0.7004123
to,mainly,0.7262375
to,scottish,0.6512285
to,aside,0.7079332
to,explained,0.8036078
to,folks,0.76554406
to,kim,0.67302865
to,kinda,0.81800854
to,realized,0.7114993
to,sees,0.6617753
to,admit,0.6778007
to,definition,0.7033138
to,favor,0.7666439
to,ha,0.75830793
to,understood,0.7618296
to,achieve,0.6944499
to,adam,0.7911587
to,andrew,0.8519016
to,clinton,0.7715937
to,detail,0.76528084
to,em,0.87598
to,occurred,0.70130765
to,prefer,0.66407496
to,ultimately,0.7185526
to,unlike,0.65572083
to,dc,0.7693006
to,defined,0.6532953
to,depending,0.6703675
to,describe,0.7648313
to,el,0.86609876
to,importance,0.6534711
to,kevin,0.7601509
to,laid,0.6837072
to,latter,0.9034945
to,premier,0.84318924
to,q,0.74395263
to,suppose,0.72085965
to,ve,0.88985705
to,chose,0.6814318
to,expression,0.6615185
to,jr,0.8210991
to,manner,0.7234103
to,mate,0.69697714
to,somewhat,0.76544327
to,surely,0.67196953
to,absolute,0.6607685
to,da,0.8670572
to,nfl,0.74669826
to,e.g,0.7141717
to,francisco,0.6510861
to,haha,0.66525435
to,hong,0.8421404
to,respond,0.7145553
to,somehow,0.736886
to,ultimate,0.6959212
to,wondering,0.7374396
to,brief,0.6646303
to,expressed,0.76439846
to,i.e,0.7403531
to,introduction,0.67018026
to,recognize,0.6507124
to,thats,0.785596
to,dan,0.88633704
to,detailed,0.78663504
to,entitled,0.76323974
to,exact,0.7942238
to,jan,0.74824464
to,jordan,0.75921106
to,lets,0.7854146
to,purposes,0.70271206
to,tim,0.84855187
to,wise,0.6636042
to,aspects,0.744596
to,contain,0.67862123
to,dancing,0.86921865
to,en,0.92035174
to,equivalent,0.755517
to,fairly,0.6720991
to,le,0.81350714
to,operate,0.65493524
to,reply,0.7579679
to,roman,0.71879005
to,stephen,0.68482995
to,achieved,0.6646611
to,bc,0.65616477
to,davis,0.7958684
to,dna,0.87195164
to,effectively,0.6856421
to,eric,0.7567959
to,kong,0.81759167
to,sought,0.6588322
to,suggests,0.66537285
to,topic,0.65427214
to,vast,0.8163043
to,involving,0.6552456
to,lewis,0.7352638
to,meanwhile,0.7815826
to,naturally,0.6685133
to,necessarily,0.8205312
to,practical,0.6573656
to,primarily,0.69559443
to,regardless,0.6941706
to,relative,0.6582548
to,resulting,0.7210586
to,sarah,0.6646085
to,extent,0.7498389
to,gotten,0.7538182
to,miami,0.75834036
to,occur,0.71094877
to,shortly,0.6916845
to,situations,0.6585231
to,z,0.76601684
to,ceo,0.8726473
to,donald,0.71920836
to,establish,0.6927564
to,pa,0.84790754
to,alan,0.73835486
to,alongside,0.65884936
to,curious,0.706127
to,duke,0.6715262
to,fort,0.780717
to,luke,0.8231417
to,mystery,0.6913627
to,yo,0.7866233
to,asks,0.66709787
to,explanation,0.72355646
to,harris,0.7517339
to,ideal,0.6570776
to,victoria,0.65911454
to,helpful,0.6562359
to,ny,0.67006636
to,persons,0.6841967
to,alright,0.73988104
to,dallas,0.7990602
to,essentially,0.81589186
to,explains,0.7758643
to,houston,0.7421162
to,jane,0.7747799
to,morgan,0.7816671
to,na,0.7244324
to,newly,0.6711625
to,op,0.87513155
to,solve,0.66494745
to,vegas,0.7865213
to,aspect,0.7442955
to,bureau,0.6708026
to,tho,0.80283725
to,vol,0.8476896
to,whereas,0.77828586
to,describes,0.737003
to,forth,0.8028759
to,nah,0.80739474
to,pot,0.8629539
to,sake,0.6698866
to,sweden,0.6608429
to,consists,0.67488277
to,disney,0.7928225
to,equally,0.7059411
to,figured,0.7515343
to,francis,0.66215324
to,nba,0.6993147
to,pan,0.85622114
to,ross,0.7197265
to,subsequent,0.74321496
to,yep,0.7649926
to,allen,0.79859346
to,arrive,0.7107007
to,belong,0.6938386
to,clark,0.65621305
to,commonly,0.69744194
to,feb,0.6571682
to,hence,0.8465089
to,iv,0.85232085
to,jay,0.82110786
to,pp,0.7892348
to,whilst,0.7974559
to,anna,0.7077885
to,gordon,0.7680576
to,kansas,0.67980623
to,merely,0.7156591
to,nov,0.68842673
to,settle,0.659603
to,sin,0.8898981
to,summary,0.66564834
to,anderson,0.86881495
to,behaviour,0.70040107
to,comprehensive,0.67238843
to,diego,0.81471306
to,jean,0.6906529
to,regard,0.7071289
to,roughly,0.7560786
to,walter,0.7000725
to,ann,0.81659853
to,cant,0.77120036
to,carter,0.8265002
to,detroit,0.83107716
to,indicate,0.70842654
to,oct,0.8057054
to,rep,0.8079516
to,sept,0.69921154
to,ties,0.7198505
to,ate,0.73694927
to,indicated,0.7324776
to,instant,0.67828953
to,involves,0.7411567
to,aug,0.7883229
to,di,0.8749838
to,fundamental,0.67310554
to,intention,0.666827
to,russell,0.6795372
to,teen,0.79418904
to,anne,0.66637695
to,answered,0.79051685
to,apparent,0.7410015
to,del,0.8448541
to,duties,0.6549036
to,ian,0.84705025
to,il,0.8600698
to,versus,0.723474
to,ali,0.8891574
to,amongst,0.6929011
to,concerning,0.8046406
to,define,0.68742216
to,favour,0.682111
to,implementation,0.6510813
to,oscar,0.721119
to,relation,0.6660564
to,sec,0.66614795
to,enable,0.8264787
to,graham,0.6722863
to,mi,0.8446759
to,oregon,0.7421584
to,partly,0.7554224
to,phrase,0.7414589
to,sa,0.7991593
to,seal,0.7245219
to,similarly,0.8159449
to,stem,0.7024928
to,derived,0.66564053
to,estimate,0.833835
to,existed,0.7518122
to,lisa,0.72037923
to,mp,0.66408277
to,regarded,0.7247588
to,se,0.90277314
to,sole,0.7188401
to,tale,0.86046696
to,ton,0.83452666
to,con,0.8766986
to,consideration,0.68672866
to,crucial,0.6850364
to,involve,0.6853744
to,las,0.77047616
to,logo,0.84405166
to,moore,0.757939
to,replied,0.7342965
to,acceptable,0.72486854
